features,ml,acc,ci,set,AOI_setting
"('Paragraph_Number', 'Answer', 'Difficulty_1', 'Flag')",randomForest,0.695,"(0.6642024797142925, 0.7257975202857074)",set_2,Title_para_questions
"('Paragraph_Number', 'Answer', 'Difficulty_1', 'Flag')",kNeigh,0.68125,"(0.6504413845979733, 0.7120586154020268)",set_2,Title_para_questions
"('Paragraph_Number', 'Answer', 'Difficulty_1', 'Flag')",svc,0.58625,"(0.5597058422955782, 0.6127941577044219)",set_2,Title_para_questions
"('Paragraph_Number', 'Answer', 'Difficulty_1', 'Flag')",logistic,0.58875,"(0.5589836142365648, 0.6185163857634352)",set_2,Title_para_questions
"('Paragraph_Number', 'Answer', 'Difficulty_1', 'Flag')",logisticCV,0.58375,"(0.5575925771782752, 0.6099074228217248)",set_2,Title_para_questions
"('Paragraph_Number', 'Answer', 'Difficulty_1', 'Flag')",XGBClassifier,0.63625,"(0.6033502058330251, 0.6691497941669748)",set_2,Title_para_questions
"('Paragraph_Number', 'Answer', 'Difficulty_1', 'Flag')",ensemble,0.65375,"(0.6230464441209744, 0.6844535558790257)",set_2,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Difficulty_1', 'Flag')",randomForest,0.735,"(0.7015040465519744, 0.7684959534480256)",set_2,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Difficulty_1', 'Flag')",kNeigh,0.7075,"(0.6773344372691675, 0.7376655627308325)",set_2,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Difficulty_1', 'Flag')",svc,0.57625,"(0.545136321490547, 0.607363678509453)",set_2,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Difficulty_1', 'Flag')",logistic,0.58875,"(0.5577563824380894, 0.6197436175619105)",set_2,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Difficulty_1', 'Flag')",logisticCV,0.59125,"(0.5617857549653803, 0.6207142450346198)",set_2,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Difficulty_1', 'Flag')",XGBClassifier,0.64,"(0.6084135912593448, 0.6715864087406552)",set_2,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Difficulty_1', 'Flag')",ensemble,0.65125,"(0.6185016528385253, 0.6839983471614747)",set_2,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1', 'Flag')",randomForest,0.70375,"(0.6720899047673334, 0.7354100952326665)",set_2,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1', 'Flag')",kNeigh,0.6725,"(0.640815380684869, 0.704184619315131)",set_2,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1', 'Flag')",svc,0.5825,"(0.5538126020928109, 0.6111873979071891)",set_2,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1', 'Flag')",logistic,0.59,"(0.5629032744601978, 0.6170967255398021)",set_2,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1', 'Flag')",logisticCV,0.575,"(0.5493353997619104, 0.6006646002380895)",set_2,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1', 'Flag')",XGBClassifier,0.62,"(0.5894862591524395, 0.6505137408475605)",set_2,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1', 'Flag')",ensemble,0.63875,"(0.6092773203427114, 0.6682226796572887)",set_2,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1', 'Flag')",randomForest,0.72625,"(0.6961927779617924, 0.7563072220382075)",set_2,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1', 'Flag')",kNeigh,0.705,"(0.6756064899480959, 0.734393510051904)",set_2,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1', 'Flag')",svc,0.58125,"(0.553185613339122, 0.6093143866608781)",set_2,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1', 'Flag')",logistic,0.60125,"(0.5754176752080062, 0.6270823247919937)",set_2,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1', 'Flag')",logisticCV,0.5925,"(0.5679187453243977, 0.6170812546756024)",set_2,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1', 'Flag')",XGBClassifier,0.63625,"(0.6054979105109474, 0.6670020894890526)",set_2,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1', 'Flag')",ensemble,0.67,"(0.639978978410961, 0.7000210215890391)",set_2,Title_para_questions
(),randomForest,0.5216666666666666,"(0.4813266175517486, 0.5620067157815847)",set_3,Title_para_questions
(),kNeigh,0.5166666666666666,"(0.47921060008419863, 0.5541227332491346)",set_3,Title_para_questions
(),svc,0.5299999999999999,"(0.5036693381723849, 0.5563306618276149)",set_3,Title_para_questions
(),logistic,0.405,"(0.3751774193861581, 0.43482258061384194)",set_3,Title_para_questions
(),logisticCV,0.4166666666666668,"(0.3867534706174981, 0.4465798627158355)",set_3,Title_para_questions
(),XGBClassifier,0.5983333333333333,"(0.5589802445140271, 0.6376864221526395)",set_3,Title_para_questions
(),ensemble,0.4699999999999999,"(0.43377941983685253, 0.5062205801631473)",set_3,Title_para_questions
"(' AOI Name',)",randomForest,0.5383333333333333,"(0.49712629808410536, 0.5795403685825613)",set_3,Title_para_questions
"(' AOI Name',)",kNeigh,0.595,"(0.5556020227779133, 0.6343979772220867)",set_3,Title_para_questions
"(' AOI Name',)",svc,0.5166666666666666,"(0.4878826803478173, 0.545450652985516)",set_3,Title_para_questions
"(' AOI Name',)",logistic,0.3899999999999999,"(0.35322251996899, 0.4267774800310098)",set_3,Title_para_questions
"(' AOI Name',)",logisticCV,0.4033333333333334,"(0.36810223576431245, 0.4385644309023543)",set_3,Title_para_questions
"(' AOI Name',)",XGBClassifier,0.5566666666666665,"(0.5167215174555744, 0.5966118158777587)",set_3,Title_para_questions
"(' AOI Name',)",ensemble,0.4766666666666667,"(0.44025141621246267, 0.5130819171208708)",set_3,Title_para_questions
"('Text ID',)",randomForest,0.55,"(0.5097024191536109, 0.5902975808463892)",set_3,Title_para_questions
"('Text ID',)",kNeigh,0.5299999999999999,"(0.493475703467704, 0.5665242965322959)",set_3,Title_para_questions
"('Text ID',)",svc,0.515,"(0.4837873976702737, 0.5462126023297263)",set_3,Title_para_questions
"('Text ID',)",logistic,0.3916666666666667,"(0.358638165942824, 0.42469516739050944)",set_3,Title_para_questions
"('Text ID',)",logisticCV,0.4066666666666667,"(0.3739929327095498, 0.43934040062378366)",set_3,Title_para_questions
"('Text ID',)",XGBClassifier,0.5633333333333335,"(0.5263880282062564, 0.6002786384604105)",set_3,Title_para_questions
"('Text ID',)",ensemble,0.4866666666666666,"(0.4532045346083933, 0.52012879872494)",set_3,Title_para_questions
"(' AOI Name', 'Text ID')",randomForest,0.5816666666666667,"(0.5424823673399497, 0.6208509659933836)",set_3,Title_para_questions
"(' AOI Name', 'Text ID')",kNeigh,0.575,"(0.5372867528920359, 0.612713247107964)",set_3,Title_para_questions
"(' AOI Name', 'Text ID')",svc,0.5033333333333333,"(0.48232299491898367, 0.5243436717476829)",set_3,Title_para_questions
"(' AOI Name', 'Text ID')",logistic,0.44166666666666665,"(0.4036616299313804, 0.4796717034019529)",set_3,Title_para_questions
"(' AOI Name', 'Text ID')",logisticCV,0.4383333333333333,"(0.406227466309636, 0.4704392003570306)",set_3,Title_para_questions
"(' AOI Name', 'Text ID')",XGBClassifier,0.6066666666666667,"(0.5669155751266908, 0.6464177582066426)",set_3,Title_para_questions
"(' AOI Name', 'Text ID')",ensemble,0.5133333333333333,"(0.47437947782814477, 0.5522871888385219)",set_3,Title_para_questions
"('Paragraph_Number',)",randomForest,0.5283333333333333,"(0.4919074668510346, 0.564759199815632)",set_3,Title_para_questions
"('Paragraph_Number',)",kNeigh,0.5316666666666666,"(0.4969043173742341, 0.5664290159590991)",set_3,Title_para_questions
"('Paragraph_Number',)",svc,0.5133333333333333,"(0.4872980095327091, 0.5393686571339575)",set_3,Title_para_questions
"('Paragraph_Number',)",logistic,0.385,"(0.35288037282694124, 0.4171196271730588)",set_3,Title_para_questions
"('Paragraph_Number',)",logisticCV,0.3983333333333334,"(0.36614499364795794, 0.4305216730187088)",set_3,Title_para_questions
"('Paragraph_Number',)",XGBClassifier,0.5599999999999999,"(0.5240426676336207, 0.5959573323663792)",set_3,Title_para_questions
"('Paragraph_Number',)",ensemble,0.4666666666666666,"(0.4334297821675902, 0.4999035511657429)",set_3,Title_para_questions
"(' AOI Name', 'Paragraph_Number')",randomForest,0.525,"(0.4803152367931425, 0.5696847632068576)",set_3,Title_para_questions
"(' AOI Name', 'Paragraph_Number')",kNeigh,0.5483333333333333,"(0.5106435269841302, 0.5860231396825365)",set_3,Title_para_questions
"(' AOI Name', 'Paragraph_Number')",svc,0.4933333333333334,"(0.4647728106016723, 0.5218938560649944)",set_3,Title_para_questions
"(' AOI Name', 'Paragraph_Number')",logistic,0.37,"(0.3296804944616481, 0.4103195055383519)",set_3,Title_para_questions
"(' AOI Name', 'Paragraph_Number')",logisticCV,0.39166666666666666,"(0.3560628418909818, 0.4272704914423515)",set_3,Title_para_questions
"(' AOI Name', 'Paragraph_Number')",XGBClassifier,0.5483333333333333,"(0.5072766990274186, 0.5893899676392481)",set_3,Title_para_questions
"(' AOI Name', 'Paragraph_Number')",ensemble,0.4683333333333334,"(0.4311154423812405, 0.5055512242854262)",set_3,Title_para_questions
"('Text ID', 'Paragraph_Number')",randomForest,0.545,"(0.5059965479035724, 0.5840034520964277)",set_3,Title_para_questions
"('Text ID', 'Paragraph_Number')",kNeigh,0.57,"(0.5297902374674066, 0.6102097625325933)",set_3,Title_para_questions
"('Text ID', 'Paragraph_Number')",svc,0.5299999999999999,"(0.49976356749678935, 0.5602364325032105)",set_3,Title_para_questions
"('Text ID', 'Paragraph_Number')",logistic,0.4116666666666666,"(0.3745200801133359, 0.4488132532199974)",set_3,Title_para_questions
"('Text ID', 'Paragraph_Number')",logisticCV,0.44166666666666665,"(0.40830537667528627, 0.47502795665804703)",set_3,Title_para_questions
"('Text ID', 'Paragraph_Number')",XGBClassifier,0.5483333333333333,"(0.5136983307434757, 0.582968335923191)",set_3,Title_para_questions
"('Text ID', 'Paragraph_Number')",ensemble,0.485,"(0.45240242672391034, 0.5175975732760896)",set_3,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number')",randomForest,0.5566666666666665,"(0.5204949177763636, 0.5928384155569695)",set_3,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number')",kNeigh,0.5566666666666665,"(0.5230267359415545, 0.5903065973917786)",set_3,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number')",svc,0.5050000000000001,"(0.47992652081292414, 0.530073479187076)",set_3,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number')",logistic,0.3966666666666667,"(0.3588349735984848, 0.4344983597348486)",set_3,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number')",logisticCV,0.4383333333333333,"(0.4079965957331424, 0.4686700709335242)",set_3,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number')",XGBClassifier,0.5466666666666667,"(0.5046039481297743, 0.5887293852035592)",set_3,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number')",ensemble,0.48,"(0.44634037184133213, 0.5136596281586678)",set_3,Title_para_questions
"('Answer',)",randomForest,0.5516666666666667,"(0.5089226892733093, 0.5944106440600242)",set_3,Title_para_questions
"('Answer',)",kNeigh,0.5133333333333332,"(0.47794580529265307, 0.5487208613740133)",set_3,Title_para_questions
"('Answer',)",svc,0.51,"(0.4865827337241485, 0.5334172662758515)",set_3,Title_para_questions
"('Answer',)",logistic,0.3566666666666667,"(0.3230924775144992, 0.39024085581883416)",set_3,Title_para_questions
"('Answer',)",logisticCV,0.39666666666666667,"(0.36702055807206946, 0.4263127752612639)",set_3,Title_para_questions
"('Answer',)",XGBClassifier,0.585,"(0.5447037898429375, 0.6252962101570624)",set_3,Title_para_questions
"('Answer',)",ensemble,0.5033333333333333,"(0.4645784989014558, 0.5420881677652108)",set_3,Title_para_questions
"(' AOI Name', 'Answer')",randomForest,0.5516666666666666,"(0.5135687292370081, 0.5897646040963251)",set_3,Title_para_questions
"(' AOI Name', 'Answer')",kNeigh,0.5266666666666666,"(0.4894413560277011, 0.5638919773056321)",set_3,Title_para_questions
"(' AOI Name', 'Answer')",svc,0.5016666666666667,"(0.47528780125493997, 0.5280455320783934)",set_3,Title_para_questions
"(' AOI Name', 'Answer')",logistic,0.3950000000000001,"(0.35465995088508206, 0.4353400491149181)",set_3,Title_para_questions
"(' AOI Name', 'Answer')",logisticCV,0.4083333333333334,"(0.3743162304358617, 0.44235043623080506)",set_3,Title_para_questions
"(' AOI Name', 'Answer')",XGBClassifier,0.5733333333333333,"(0.5344817041888247, 0.6121849624778418)",set_3,Title_para_questions
"(' AOI Name', 'Answer')",ensemble,0.4683333333333333,"(0.4351979763983523, 0.5014686902683142)",set_3,Title_para_questions
"('Text ID', 'Answer')",randomForest,0.5583333333333333,"(0.5167208070345883, 0.5999458596320784)",set_3,Title_para_questions
"('Text ID', 'Answer')",kNeigh,0.5116666666666667,"(0.47116264404559294, 0.5521706892877405)",set_3,Title_para_questions
"('Text ID', 'Answer')",svc,0.5,"(0.4729982273879054, 0.5270017726120946)",set_3,Title_para_questions
"('Text ID', 'Answer')",logistic,0.4066666666666666,"(0.3640197157238405, 0.44931361760949273)",set_3,Title_para_questions
"('Text ID', 'Answer')",logisticCV,0.44333333333333336,"(0.41103364757798977, 0.47563301908867694)",set_3,Title_para_questions
"('Text ID', 'Answer')",XGBClassifier,0.5833333333333334,"(0.5470761728745511, 0.6195904937921156)",set_3,Title_para_questions
"('Text ID', 'Answer')",ensemble,0.505,"(0.4754752431574819, 0.5345247568425181)",set_3,Title_para_questions
"(' AOI Name', 'Text ID', 'Answer')",randomForest,0.5616666666666666,"(0.5205132829410689, 0.6028200503922644)",set_3,Title_para_questions
"(' AOI Name', 'Text ID', 'Answer')",kNeigh,0.5516666666666666,"(0.5084088902206674, 0.5949244431126659)",set_3,Title_para_questions
"(' AOI Name', 'Text ID', 'Answer')",svc,0.5016666666666667,"(0.4765755704184416, 0.5267577629148918)",set_3,Title_para_questions
"(' AOI Name', 'Text ID', 'Answer')",logistic,0.3983333333333334,"(0.36135365838799893, 0.4353130082786678)",set_3,Title_para_questions
"(' AOI Name', 'Text ID', 'Answer')",logisticCV,0.4216666666666667,"(0.39032691051365376, 0.4530064228196796)",set_3,Title_para_questions
"(' AOI Name', 'Text ID', 'Answer')",XGBClassifier,0.5483333333333333,"(0.5130661953143837, 0.583600471352283)",set_3,Title_para_questions
"(' AOI Name', 'Text ID', 'Answer')",ensemble,0.4916666666666666,"(0.4522350566770789, 0.5310982766562544)",set_3,Title_para_questions
"('Paragraph_Number', 'Answer')",randomForest,0.5199999999999999,"(0.4778847883457929, 0.5621152116542069)",set_3,Title_para_questions
"('Paragraph_Number', 'Answer')",kNeigh,0.5233333333333333,"(0.482893454461361, 0.5637732122053056)",set_3,Title_para_questions
"('Paragraph_Number', 'Answer')",svc,0.5183333333333333,"(0.494414319862978, 0.5422523468036886)",set_3,Title_para_questions
"('Paragraph_Number', 'Answer')",logistic,0.4016666666666667,"(0.3674165450229334, 0.43591678831040004)",set_3,Title_para_questions
"('Paragraph_Number', 'Answer')",logisticCV,0.435,"(0.4004928140748944, 0.4695071859251056)",set_3,Title_para_questions
"('Paragraph_Number', 'Answer')",XGBClassifier,0.5399999999999999,"(0.49980672476224275, 0.5801932752377571)",set_3,Title_para_questions
"('Paragraph_Number', 'Answer')",ensemble,0.4816666666666666,"(0.444389459570551, 0.5189438737627823)",set_3,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Answer')",randomForest,0.545,"(0.5057143399538404, 0.5842856600461597)",set_3,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Answer')",kNeigh,0.5483333333333332,"(0.5100618149118147, 0.5866048517548518)",set_3,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Answer')",svc,0.525,"(0.5059793234644606, 0.5440206765355394)",set_3,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Answer')",logistic,0.3816666666666667,"(0.3414253223668384, 0.421908010966495)",set_3,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Answer')",logisticCV,0.4216666666666667,"(0.3854232194921526, 0.4579101138411808)",set_3,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Answer')",XGBClassifier,0.5483333333333333,"(0.5149985442219103, 0.5816681224447564)",set_3,Title_para_questions
"(' AOI Name', 'Paragraph_Number', 'Answer')",ensemble,0.5049999999999999,"(0.46755720760429054, 0.5424427923957093)",set_3,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Answer')",randomForest,0.5100000000000001,"(0.4685350716808607, 0.5514649283191395)",set_3,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Answer')",kNeigh,0.5583333333333332,"(0.5141457735092749, 0.6025208931573915)",set_3,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Answer')",svc,0.4983333333333333,"(0.4750698883682964, 0.5215967782983701)",set_3,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Answer')",logistic,0.4066666666666668,"(0.3704643905121825, 0.4428689428211511)",set_3,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Answer')",logisticCV,0.4000000000000001,"(0.36846872279649234, 0.4315312772035078)",set_3,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Answer')",XGBClassifier,0.565,"(0.5277227929038842, 0.6022772070961157)",set_3,Title_para_questions
"('Text ID', 'Paragraph_Number', 'Answer')",ensemble,0.4700000000000001,"(0.4363075683756397, 0.5036924316243604)",set_3,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer')",randomForest,0.5083333333333333,"(0.46439648509201503, 0.5522701815746516)",set_3,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer')",kNeigh,0.55,"(0.5075659865124208, 0.5924340134875793)",set_3,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer')",svc,0.515,"(0.49392928315374, 0.5360707168462601)",set_3,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer')",logistic,0.365,"(0.32575935683897916, 0.4042406431610207)",set_3,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer')",logisticCV,0.39,"(0.35292336521128936, 0.42707663478871066)",set_3,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer')",XGBClassifier,0.565,"(0.5227237803757185, 0.6072762196242814)",set_3,Title_para_questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer')",ensemble,0.4733333333333334,"(0.4324317040273905, 0.5142349626392763)",set_3,Title_para_questions
"('Difficulty_1',)",randomForest,0.58,"(0.5367971638206486, 0.6232028361793513)",set_3,Title_para_questions
"('Difficulty_1',)",kNeigh,0.5533333333333333,"(0.5137604987073917, 0.592906167959275)",set_3,Title_para_questions
"('Difficulty_1',)",svc,0.5133333333333333,"(0.4904601740273988, 0.5362064926392679)",set_3,Title_para_questions
"('Difficulty_1',)",logistic,0.4133333333333333,"(0.37895925953646126, 0.4477074071302054)",set_3,Title_para_questions
"('Difficulty_1',)",logisticCV,0.43833333333333335,"(0.41273661615449087, 0.46393005051217584)",set_3,Title_para_questions
